source_sentence	target_sentence
The { -brand-name-firefox } browser collects so little data about you, we don’t even require your email address. But when you use it to create a { -brand-name-firefox-account }, we can protect your privacy across more of your online life.	Wanngorde { -brand-name-firefox } ndee ƴettata e keɓe maa ko seeɗa, min naamnotaako ñiiɓirde iimeel maa nii. Kono so aɗa huutoroo nde ngam sosde { -brand-name-firefox-account }, ha min mbaawi reende suturo maa ko heewi e nguurndam maa e ceŋogol.
The { -brand-name-mozilla } Manifesto	Manifeste { -brand-name-mozilla } oo
The { -lockwise-brand-short-name } mobile app lets you securely access your backed up passwords from anywhere.	Jaaɓnirgal cinndel { -lockwise-brand-short-name } ngal ina newnan maa yettaade e kisal pinle maa danndaaɗe ka ɗo ngonɗaa.
The {default_locale} version has no approved content to show.	Yamre {default_locale} ndee alaa loowdi jaɓaandi mbaawndi hollireede.
The {domain} team	Goomu {domain}
The {sitename} team	Goomu {sitename}
The ‘content’ attribute of Window objects is deprecated.  Please use ‘window.top’ instead.	Joopol ‘content’ ngol objeeje Window ƴeeŋii.  Lomtinir ɗum ‘windows.top’.
The ‘storage’ attribute in options passed to indexedDB.open is deprecated and will soon be removed. To get persistent storage, please use navigator.storage.persist() instead.	Joopol ‘storage’ nder cuɓe baɗaaɗe e indexedDB.open ko duumtungol tee maa momte ko neeɓaani. Ngam moofto duumiingo, lomtinir ɗoon navigator.storage.persist().
"The “coords” attribute of the <area shape=""circle""> tag has a negative radius."	"Joopannde “coords” maantorde <area shape=""circle""> ina jogii wudduwol ustingol."
"The “coords” attribute of the <area shape=""circle""> tag is not in the “center-x,center-y,radius” format."	"Joopannde “coords” maantorde <area shape=""circle""> wonaa mbayka “hakkunde-x,hakkunde-y,wudduwol” kaa."
"The “coords” attribute of the <area shape=""poly""> tag is missing the last “y” coordinate (the correct format is “x1,y1,x2,y2 …”)."	"Joopannde “coords” maantorde <area shape=""poly""> ina ŋakki kumi “y” cakkitiiɗi ɗii (mbayka feewka kaa ko “x1,y1,x2,y2 …”)."
"The “coords” attribute of the <area shape=""poly""> tag is not in the “x1,y1,x2,y2 …” format."	"Joopannde “coords” maantorde <area shape=""poly""> wonaa mbayka “x1,y1,x2,y2 …” kaa."
"The “coords” attribute of the <area shape=""rect""> tag is not in the “left,top,right,bottom” format."	"Joopannde “coords” maantorde <area shape=""rect""> wonaa mbayka “nano,dow,ñaamo,les” kaa."
Theme	Siŋkoore
Themes	Ciŋkooje
Themes	Wutteeji
There are already two people in this conversation.	Yimɓe ɗiɗo ena e yeewtere ndee tawo.
There are no articles.	Alaa binndanɗe.
There are no downloads.	Alaa gaawte.
There are no messages here.	Ɗoo alaa ɓatakuuje.
There are no results matching your search.	Hay njeñtudi wootiri tolnondiraani e niilaw maa.
There are no snapshots yet.	Alaa nattal yaynirde woodi jooni.
There are no threads. Maybe you should create some!	Alaa jeewte. Maa taw a fotno udditde yeewtere!
There are no updates available. &brandShortName; will check                                            periodically for updates.	Alaa kesɗitine ngoodi. &brandShortName; maa ƴeewto saha sahaa kala.
There are no updates available. Please check again later or enable                                            &brandShortName;'s automatic update checking.	Alaa kesɗitine ngoodi. Tiiɗno ƴeewto goɗngol so ɓooyii walla daaƴtu ƴeewtagol jaajol &brandShortName;.
There are one or more paused debuggers. Please resume the most-recently paused debugger first at: %S	Ena waɗi buggitorɗe wootere walla ɗiɗi ndartikon. Tiiɗno ado hurminde buggitorde sakkitiinde dartaade ndee to: %S
There are several ways in which you can get involved:	Ena heewi fannuuji ɗi mbaaw-ɗaa jeyeede e golle ɗee:
There are {total} users with at least one contribution in the last 90 days.	Ina woodi {total} huutorɓe wallitɓe hay so laawol gootol e nder balɗe 90 jawtuɗe ɗee.
There has been an error translating this page.	Waɗii juumre e firo ngoo hello.
There is a way to protect your privacy. <span>Join Firefox.</span>	Ina woodi no ndeenirtaa suturo maa. <span> Jeye e Firefox.</span>
There is a way to protect your privacy. <span>Join { -brand-name-firefox }.</span>	Ina woodi no ndeenirtaa suturo maa. <span> Jeye e { -brand-name-firefox }.</span>
There is a way to protect your privacy. Join Firefox.	Ina woodi no ndeenirtaa suturo maa. Jeye e Firefox.
There is a way to protect your privacy. Join { -brand-name-firefox }.	Ina woodi no ndeenirtaa suturo maa. Jeye e { -brand-name-firefox }.
There is already a toolbar with the name “%S”. Please enter a different name.	"Palal kuutorɗe ena woodi kisa jogiingal innde ""%S"". Tiiɗno naatnu innde woɗnde."
There is an SVG <%S> reference chain which is too long in this document, which will prevent the document rendering correctly.	Tuugorde callalal SVG<%S> juutnde no feewi ina woodi e oo dokimaa, haɗnde mo yaltirde no moƴƴi.
There is an SVG <%S> reference loop in this document, which will prevent the document rendering correctly.	Tuugorde jirlol SVG <%S> ina woodi e oo dokimaa, haɗnde mo yaltirde no moƴƴi.
There is no flagged content pending moderation.	Alaa loowdi maantaandi cabbiindi jamɗinol.
There is not enough free memory to print.	Teskorde ndee ena ŋakki ngam winnditaade.
There is not enough room on the disk to save %S.\n\nRemove unnecessary files from the disk and try again, or try saving in a different location.	Mbeɗu nguu alaa baawal jonngal ɗo %S danndaa.\n\nMomtu piille ɗe coklaaka kisa eto-ɗaa kadi, walla eto danndude e nokkuure woɗnde.
There is not sufficient memory to complete the action you requested.\n\nQuit some applications and try again.	Tesko yonngo woodaani ngam jokkitde baɗal ɗaɓɓitangal ngal.\n\nUddu won heen jaaɓnirɗe kisa puɗɗito-ɗaa.
There was a problem	Waɗii caɗeele
There was a problem confirming your subscription.	Waɗii caɗeele teeŋtinol binnditagol maa.
There was a problem submitting your feedback. Try again soon.	Waɗii caɗeele naatnoyde duttinal maa. Fuɗɗito kisa.
There was a problem submitting your report.	Caɗeele mbaɗii tuma nde jaŋtol maa neldetee.
There was a problem unsubscribing.	Waɗii caɗeele tuma lultingol.
There was an error checking for canned responses.	Waɗii caɗeele ƴeewtaade jaabawuuji maa coomaaɗi.
There was an error downloading %1$S.	Waɗii juumre e aawtagol %1$S.
There was an error generating the preview.	Waɗii caɗeele heblude jiytindol ngol.
There was an error installing %1$S.	Waɗii juumre e aafgol %1$S.
There was an error processing this snapshot.	Ina waɗnoo juumre saanga gollugol ngal nattal yaynirde.
"There was an error sending the report for <span data-l10n-name=""addon-name"">{ $addon-name }</span>."	"Ina waɗnoo juumre e neldugol jaŋtol ngam  <span data-l10n-name=""addon-name"">{ $addon-name }</span>."
There was an error sending the report for { $addon-name }.	Ina waɗnoo juumre e neldugol jaŋtol ngam  { $addon-name }.
There was an error sending the report. Please try again later.	Ina waɗnoo juumre neldugol jaŋtol ngol. Tiiɗno eto kadi yeeso.
There was an error submitting the ticket. Please try again later.	Ina waɗnoo juumre naatnugol  tikket oo. Tiiɗno eto kadi so ɓooyii.
There was an error submitting your newsletter sign up request	Waɗii juumre naatnoyde ɗaɓɓitannde winnditaade ma e ɓataake haɓirde
There was an error submitting your vote.	Waɗii caɗeele naatnude woote maa.
There was an error when trying to save to Pocket.	Waɗii juumre tuma etagol danndude to Pocket.
There was an error when trying to save to { -pocket-brand-name }.	Waɗii juumre tuma etagol danndude to { -pocket-brand-name }.
There was an error while comparing snapshots.	Juumre waɗiino saanga nde natte yaynirde ɗee njerondirtee.
There was an error while fetching individuals in the group	Ina waɗnoo juumre saanga gaddugol keeriiɗe nder fedde ndee
There was an error while processing the dominator tree	Ina waɗnoo juumre saanga gollugol lekki pooloowo oo
There was an error.	Waɗii juumre.
There was an error. Please try again in a moment.	Waɗii caɗeele. Tiiɗno eto kadi ɗoo e yeeso.
There was an unexpected problem while printing.	Waɗɗi caɗe ɗe nganndaaka sahaa winnditagol.
There was extra room available on the flex line.	Ina waɗnoo boowal goɗngal dow diidol ɓusotoongol.
There wasn’t enough room available on the flex line.	Boowal jonngal alaano e diidol ɓusotoongol ngol.
There were errors adding leaders to the group, see below.	Waɗii caɗeele ɓeydude ɗowooɓe e goomu nguu, ƴeew les ɗoo.
There were errors adding members to the group, see below.	Waɗii ƴaɗeele ɓeydude terɗe e goomu nguu, ƴeew les ɗoo.
There were errors adding new contributors, see below.	Waɗii juume ɓeydugol wallitooɓe hesɓe e goomu nguu, ƴeew les ɗoo.
There were errors adding users, see below.	Waɗii juume ɓeydugol huutorɓe, ƴeew les ɗoo.
There were problems checking for, downloading, or installing this                                             update. &brandShortName; could not be updated because:	Waɗii caɗeele tuma ƴeewtagol, aawtagol, walla aafgol ngal kesɗitinal. &brandShortName; horiima hesɗitineede sabu:
There’s an easier way to deal with your passwords	Ina woodi no ɓuri weeɓirde ngam reende pinle maa
There’s nothing here!	Hay ndiga alaa ɗoo!
These add-ons have a high risk of causing stability or security problems and have been blocked, but a restart is required to disable them completely.	Ɗee-ɗoo ɓeyditte ena ngonndi e caɗeele mawɗe kisal walla jamɗugol tee ɗe ndaaƴaama, kono alaa e sago kurmitinaa ngam teeŋtinde daaƴgol majje.
These are the principles that guide our mission to promote openness, innovation & opportunity on the Web.	Ɗee ngoni piɓle ɗowooje dawol men e ƴellitde udditagol, pentugol e fartaŋŋeeje gonɗi e geese.
These are the top 100 most visited articles in the last 30 days, which account for over 99% of the traffic to the Knowledge Base.	Ɗee ngoni bindanɗe 100 ɓurɗe yilleede e nder balɗe 30 cakkitiiiɗe ɗee, kañje ngoni 99% jilluuji e Ruttorde Ganndal ngal.
These are the top 20 most visited articles in the last 30 days, which account for over 50% of the traffic to the Knowledge Base.	Ɗee ngoni bindanɗe 20 ɓurɗe yilleede e nder balɗe 30 cakkitiiɗe ɗee, kañje ngoni 50% jilluuji e Ruttorde Ganndal ngal.
These are the top 50 most visited articles in the last 30 days.	Ɗee ngoni binndanɗe 50 ɓurɗe yilleede e nder balɗe 30 cakkitiiɗe ɗee.
"These extensions do not meet current { -brand-short-name } standards so they have been deactivated. <label data-l10n-name=""legacy-learn-more"">Learn about the changes to add-ons</label>"	"Ɗee timmitte ɗooftaaki nanondiraaɗe { -brand-short-name } wadde ɗe ndaaƴaama. <label data-l10n-name=""legacy-learn-more"">Ɓeydu humpito baɗte waylooji ɓeyditte</label>"
These languages are currently under community development. The progress bars indicate how far each language is in the process of <localizationGlossaryLink>website localization</localizationGlossaryLink> and <sentenceCollectionGlossaryLink>sentence collection</sentenceCollectionGlossaryLink>.	Ɗee-ɗoo ɗemɗe ngoni oo sahaa ko e topayru. Pale taaɓagol ɗee kollirta ko hol to ɗemngal kala yahrata e fannu <localizationGlossaryLink>nokkuɗinal lowre</localizationGlossaryLink> kam e <sentenceCollectionGlossaryLink>roɓindagol konnguɗi</sentenceCollectionGlossaryLink>.
These minor changes are not important for localizers and they will not be notified.	Ɗee bayle tokoose ngonaa teeŋtuɗe wonande nokkuɗinooɓe ngati ɓe tintintaake baɗte majje.
These settings are tailored to your computer’s hardware and operating system.	Ɗee teelte ina njahdi e kaɓirɗe kam e dognirgal ordinateer maa.
These terms are governed by the laws of the state of California, U.S.A., excluding its conflict of law provisions. If any portion of these terms is held to be invalid or unenforceable, the remaining portions will remain in full force and effect. In the event of a conflict between a translated version of these terms and the English language version, the English language version shall control.	Ɗii sarɗiiji huufi ɗum'en ko laabi Dowla Kaliforni, U.S.A., jeyaaka heen luure ɗaɓɓugol laawol. So won e ɗiin sarɗiiji heftinaa moƴƴaani walla mbaawaa faweede e yimɓe, ko heddi koo ena ñiiɓi e laawol tigi. So luural jolii hakkunde yamre firaande e yamre ɗemngal Engeleere, ko yamre Engeleere ndee jogii giol.
These updates can’t be installed because software installation is currently                                            disabled. You can change this setting below.	Ɗee ɓeyditte mbaawaa aafeede sabu loowgol topirɗe koko daaƴaa oo sahaa. Aɗa waawi waylude ngal teeltal les ɗoo.
They expire	Ɗe mbuntii
Third-Party Cookies	Kuukiiji goɗɗi
Third-party cookies are disabled.	Cuukiije jiggaaɗe ɗee ndaaƴaama.
Third-party trackers	Dewindiiɗi goɗɗi
Third-party trackers	Rewindotooɓe woɗɓe
Third-party trackers (recommended)	Dewindiiɗi goɗɗi (basiyaaɗi)
This Connection is Untrusted	Ngol Ceŋol Hoolaaka
This Element	Ngel geɗel
This Firefox is connected	Oo ɗoo Firefox ko ceŋiiɗo
This Frame	Ngol Kaarewol
This Isn’t a Deceptive Site…	Ɗum wonaa lowre fuuntoore…
This PDF document contains forms. The filling of form fields is not supported.	Ndee fiilannde PDF ena waɗi porme. Kebbingol porme wonaa ko tammbitaa.
This PDF document might not be displayed correctly.	Ndee fiilannde PDF ena waawi waasa jaytineede no moƴƴiri.
This URL matches a known tracker and it would be blocked with Content Blocking enabled.	Oo URL tolnondiri ko e kuutorgal rewindo ganndangal tee ina gasa tawa ko ngal paddangal so tawii paddagol loowdi ina hurminaa.
This WebExtension has a temporary ID.	Ndee WebExtension ine jogii heɓtinirde ID nde duumaaki.
This XML file does not appear to have any style information associated with it. The document tree is shown below.	Ndee fiilde XML nanndaani e waɗnde humpito panni. Lekki fiilannde ndee inna hollaa les ɗoo.
